customer_id,firstname,lastname,brand,first_order_date,last_order_date,days_since_last,lifespan_days,lifespan_years,total_orders,avg_order_value,total_spent,frequency_per_year,clv,clv_tier,is_dormant,order_year_month
202,Priya,Wilson,KANMO,2023-10-14,2024-07-19,599,878,2.41,7,459.09,3213.63,2.91,3213.63,HIGH,1,2024-07
203,Hana,Smith,KANMO,2025-06-26,2025-11-18,112,257,0.7,19,304.81,5791.39,26.98,5791.39,HIGH,1,2025-11
204,Hana,Brown,ALDO,2023-11-22,2025-07-27,226,839,2.3,2,29.42,58.84,0.87,58.84,LOW,1,2025-07
205,James,Martin,ALDO,2024-09-03,2025-06-26,257,553,1.52,11,93.99,1033.89,7.26,1033.89,MID,1,2025-06
206,Meera,Garcia,ALDO,2025-05-20,2025-11-30,100,294,0.81,18,429.61,7732.98,22.35,7732.98,HIGH,1,2025-11
207,Sara,Martin,CASIO,2024-02-14,2024-04-27,682,755,2.07,13,520.51,6766.63,6.28,6766.63,HIGH,1,2024-04
208,Sofia,Martin,ALDO,2023-07-13,2026-02-10,28,971,2.66,3,520.71,1562.13,1.13,1562.13,MID,0,2026-02
209,Aisha,Khan,CASIO,2023-11-03,2025-10-29,132,858,2.35,14,191.47,2680.58,5.96,2680.58,HIGH,1,2025-10
210,Mike,Patel,KANMO,2025-02-22,2026-01-04,65,381,1.04,15,503.41,7551.15,14.37,7551.15,HIGH,0,2026-01
211,Meera,Patel,KANMO,2025-07-07,2025-09-07,184,246,0.67,14,363.6,5090.4,20.77,5090.4,HIGH,1,2025-09
212,Lena,Patel,KANMO,2024-05-14,2025-04-26,318,665,1.82,8,216.51,1732.08,4.39,1732.08,MID,1,2025-04
213,Mike,Wilson,CASIO,2025-06-20,2026-03-08,2,263,0.72,7,545.91,3821.37,9.71,3821.37,HIGH,0,2026-03
214,Raj,Gomez,CASIO,2025-04-12,2025-08-10,212,332,0.91,4,109.21,436.84,4.4,436.84,LOW,1,2025-08
215,James,Ali,CASIO,2025-04-01,2026-03-02,8,343,0.94,3,126.86,380.58,3.19,380.58,LOW,0,2026-03
216,Arjun,Ahmed,CASIO,2023-08-04,2025-07-01,252,949,2.6,19,394.72,7499.68,7.31,7499.68,HIGH,1,2025-07
217,Fatima,Yilmaz,CASIO,2024-05-02,2024-10-03,523,677,1.85,15,64.26,963.9,8.09,963.9,MID,1,2024-10
218,Fatima,Ali,KANMO,2025-10-16,2026-01-14,55,145,0.4,17,67.66,1150.22,42.79,1150.22,MID,0,2026-01
219,John,Nair,ALDO,2025-10-15,2026-01-17,52,146,0.4,10,69.12,691.2,25.0,691.2,LOW,0,2026-01
220,Sara,Ali,CASIO,2023-04-07,2025-06-02,281,1068,2.93,15,358.69,5380.35,5.13,5380.35,HIGH,1,2025-06
221,Omar,Smith,CASIO,2025-01-19,2025-07-02,251,415,1.14,20,298.49,5969.8,17.59,5969.8,HIGH,1,2025-07
222,John,Sharma,KANMO,2025-07-12,2026-02-04,34,241,0.66,11,589.87,6488.57,16.66,6488.57,HIGH,0,2026-02
223,Fatima,Sharma,CASIO,2025-02-20,2025-03-12,363,383,1.05,8,431.88,3455.04,7.62,3455.04,HIGH,1,2025-03
224,Aisha,Martin,CASIO,2025-03-20,2025-09-22,169,355,0.97,12,552.81,6633.72,12.34,6633.72,HIGH,1,2025-09
225,Lucas,Kumar,KANMO,2025-10-24,2026-01-17,52,137,0.38,3,214.57,643.71,7.99,643.71,LOW,0,2026-01
226,Omar,Wilson,KANMO,2024-09-10,2025-02-10,393,546,1.5,11,71.86,790.46,7.35,790.46,LOW,1,2025-02
227,John,Yilmaz,KANMO,2023-11-29,2024-04-09,700,832,2.28,20,432.58,8651.6,8.77,8651.6,HIGH,1,2024-04
228,Meera,Patel,CASIO,2023-12-30,2025-10-18,143,801,2.19,11,492.58,5418.38,5.01,5418.38,HIGH,1,2025-10
229,Hana,Gomez,CASIO,2023-09-25,2025-02-26,377,897,2.46,12,35.48,425.76,4.88,425.76,LOW,1,2025-02
230,Omar,Lee,ALDO,2024-03-11,2025-07-21,232,729,2.0,7,155.26,1086.82,3.5,1086.82,MID,1,2025-07
231,Meera,Smith,ALDO,2024-06-13,2024-09-24,532,635,1.74,17,468.25,7960.25,9.77,7960.25,HIGH,1,2024-09
232,Omar,Gomez,CASIO,2024-03-21,2025-12-13,87,719,1.97,5,368.42,1842.1,2.54,1842.1,MID,0,2025-12
233,Mike,Singh,ALDO,2025-03-06,2026-03-10,0,369,1.01,15,50.12,751.8,14.84,751.8,LOW,0,2026-03
234,Hana,Johnson,KANMO,2024-07-05,2025-10-07,154,613,1.68,8,332.06,2656.48,4.76,2656.48,HIGH,1,2025-10
235,Fatima,Yilmaz,ALDO,2024-01-17,2025-12-11,89,783,2.15,19,591.05,11229.95,8.86,11229.95,HIGH,0,2025-12
236,Arjun,Lee,KANMO,2023-04-16,2025-08-20,202,1059,2.9,6,494.71,2968.26,2.07,2968.26,HIGH,1,2025-08
237,Priya,Sharma,KANMO,2025-10-25,2026-02-25,13,136,0.37,12,343.86,4126.32,32.21,4126.32,HIGH,0,2026-02
238,Meera,Lee,ALDO,2024-07-05,2024-09-28,528,613,1.68,6,181.85,1091.1,3.57,1091.1,MID,1,2024-09
239,Ali,Martin,KANMO,2025-08-05,2025-09-30,161,217,0.59,15,533.66,8004.9,25.23,8004.9,HIGH,1,2025-09
240,John,Wilson,ALDO,2023-11-20,2025-04-17,327,841,2.3,12,160.57,1926.84,5.21,1926.84,MID,1,2025-04
241,Zara,Lee,ALDO,2025-12-13,2026-01-22,47,87,0.24,4,507.53,2030.12,16.78,2030.12,HIGH,0,2026-01
242,Omar,Johnson,ALDO,2025-11-22,2025-12-28,72,108,0.3,16,425.24,6803.84,54.07,6803.84,HIGH,0,2025-12
243,Omar,Garcia,KANMO,2026-01-29,2026-02-03,35,40,0.11,1,172.16,172.16,9.12,172.16,LOW,0,2026-02
244,Priya,Smith,CASIO,2023-09-26,2024-01-17,783,896,2.45,10,161.64,1616.4,4.07,1616.4,MID,1,2024-01
245,Priya,Johnson,ALDO,2023-10-03,2025-07-18,235,889,2.44,20,287.84,5756.8,8.21,5756.8,HIGH,1,2025-07
246,Ali,Nair,CASIO,2026-01-06,2026-02-05,33,63,0.17,5,192.48,962.4,28.97,962.4,MID,0,2026-02
247,John,Sharma,KANMO,2024-10-04,2025-12-04,96,522,1.43,6,407.01,2442.06,4.2,2442.06,HIGH,1,2025-12
248,Meera,Garcia,KANMO,2025-09-23,2026-02-04,34,168,0.46,18,316.71,5700.78,39.11,5700.78,HIGH,0,2026-02
249,Mike,Costa,ALDO,2023-12-02,2025-03-27,348,829,2.27,2,390.51,781.02,0.88,781.02,LOW,1,2025-03
250,Priya,Chen,CASIO,2026-01-06,2026-02-20,18,63,0.17,3,223.26,669.78,17.38,669.78,LOW,0,2026-02
251,Zara,Gomez,CASIO,2024-03-30,2024-08-13,574,710,1.95,2,227.57,455.14,1.03,455.14,LOW,1,2024-08
252,Omar,Patel,CASIO,2023-07-03,2025-06-14,269,981,2.69,16,388.25,6212.0,5.95,6212.0,HIGH,1,2025-06
253,Raj,Smith,CASIO,2023-07-17,2023-08-23,930,967,2.65,10,140.91,1409.1,3.77,1409.1,MID,1,2023-08
254,Lucas,Johnson,KANMO,2024-05-14,2025-10-23,138,665,1.82,13,593.75,7718.75,7.14,7718.75,HIGH,1,2025-10
255,Sara,Ahmed,KANMO,2025-11-26,2026-03-02,8,104,0.28,7,189.51,1326.57,24.57,1326.57,MID,0,2026-03
256,Fatima,Kumar,KANMO,2025-05-30,2025-12-04,96,284,0.78,14,536.45,7510.3,17.99,7510.3,HIGH,1,2025-12
257,Meera,Costa,KANMO,2025-01-22,2025-10-03,158,412,1.13,16,236.22,3779.52,14.17,3779.52,HIGH,1,2025-10
258,Lena,Garcia,ALDO,2023-09-23,2023-12-12,819,899,2.46,14,371.41,5199.74,5.68,5199.74,HIGH,1,2023-12
259,Hana,Yilmaz,KANMO,2024-04-22,2024-08-05,582,687,1.88,3,213.55,640.65,1.59,640.65,LOW,1,2024-08
260,Sara,Wilson,KANMO,2023-09-20,2024-03-08,732,902,2.47,15,227.14,3407.1,6.07,3407.1,HIGH,1,2024-03
261,Aisha,Wilson,CASIO,2023-09-02,2024-06-09,639,920,2.52,2,68.15,136.3,0.79,136.3,LOW,1,2024-06
262,Fatima,Smith,CASIO,2025-03-18,2025-04-02,342,357,0.98,5,512.98,2564.9,5.11,2564.9,HIGH,1,2025-04
263,Sofia,Smith,ALDO,2025-09-24,2025-11-23,107,167,0.46,12,233.24,2798.88,26.23,2798.88,HIGH,1,2025-11
264,John,Chen,CASIO,2025-03-31,2025-11-16,114,344,0.94,12,238.91,2866.92,12.73,2866.92,HIGH,1,2025-11
265,Nina,Hassan,ALDO,2024-01-19,2025-03-01,374,781,2.14,11,398.5,4383.5,5.14,4383.5,HIGH,1,2025-03
266,Lucas,Hassan,ALDO,2025-01-23,2025-10-05,156,411,1.13,17,247.52,4207.84,15.1,4207.84,HIGH,1,2025-10
267,Hana,Johnson,KANMO,2024-08-24,2025-11-23,107,563,1.54,7,597.91,4185.37,4.54,4185.37,HIGH,1,2025-11
268,Fatima,Patel,ALDO,2025-06-02,2025-08-10,212,281,0.77,3,284.92,854.76,3.9,854.76,MID,1,2025-08
269,Lucas,Garcia,CASIO,2024-04-25,2026-03-09,1,684,1.87,12,432.99,5195.88,6.4,5195.88,HIGH,0,2026-03
270,Meera,Singh,KANMO,2024-06-04,2024-11-12,483,644,1.76,6,481.38,2888.28,3.4,2888.28,HIGH,1,2024-11
271,James,Khan,ALDO,2024-12-24,2026-02-02,36,441,1.21,5,161.12,805.6,4.14,805.6,MID,0,2026-02
272,John,Patel,KANMO,2024-01-15,2025-05-07,307,785,2.15,18,99.62,1793.16,8.37,1793.16,MID,1,2025-05
273,David,Chen,KANMO,2023-11-16,2025-11-19,111,845,2.32,16,327.28,5236.48,6.91,5236.48,HIGH,1,2025-11
274,Meera,Wilson,ALDO,2025-05-28,2025-11-06,124,286,0.78,3,283.74,851.22,3.83,851.22,MID,1,2025-11
275,Sara,Hassan,ALDO,2025-02-01,2026-03-01,9,402,1.1,5,273.76,1368.8,4.54,1368.8,MID,0,2026-03
276,Nina,Wilson,CASIO,2025-04-01,2025-09-03,188,343,0.94,6,118.13,708.78,6.38,708.78,LOW,1,2025-09
277,Lucas,Costa,CASIO,2024-07-07,2024-09-25,531,611,1.67,9,137.87,1240.83,5.38,1240.83,MID,1,2024-09
278,Lena,Chen,ALDO,2024-05-29,2026-02-17,21,650,1.78,18,78.72,1416.96,10.11,1416.96,MID,0,2026-02
279,Arjun,Ahmed,CASIO,2025-03-30,2025-06-25,258,345,0.95,20,439.36,8787.2,21.16,8787.2,HIGH,1,2025-06
280,Sofia,Costa,CASIO,2025-11-16,2026-03-01,9,114,0.31,1,71.7,71.7,3.2,71.7,LOW,0,2026-03
281,Ali,Johnson,CASIO,2024-12-04,2025-12-31,69,461,1.26,19,264.54,5026.26,15.04,5026.26,HIGH,0,2025-12
282,Aisha,Yilmaz,CASIO,2024-06-25,2025-04-30,314,623,1.71,16,165.8,2652.8,9.37,2652.8,HIGH,1,2025-04
283,David,Johnson,KANMO,2025-09-12,2026-03-07,3,179,0.49,2,115.9,231.8,4.08,231.8,LOW,0,2026-03
284,Zara,Wilson,KANMO,2024-12-18,2025-06-10,273,447,1.22,20,107.61,2152.2,16.33,2152.2,HIGH,1,2025-06
285,Zara,Singh,KANMO,2025-05-17,2025-11-22,108,297,0.81,17,347.95,5915.15,20.89,5915.15,HIGH,1,2025-11
286,Priya,Smith,KANMO,2025-06-03,2025-10-17,144,280,0.77,15,167.55,2513.25,19.55,2513.25,HIGH,1,2025-10
287,Lena,Ahmed,KANMO,2023-12-15,2025-09-05,186,816,2.24,14,167.76,2348.64,6.26,2348.64,HIGH,1,2025-09
288,Meera,Ali,CASIO,2024-05-09,2024-11-19,476,670,1.84,6,311.5,1869.0,3.27,1869.0,MID,1,2024-11
289,Aisha,Sharma,KANMO,2024-05-18,2025-10-09,152,661,1.81,1,76.78,76.78,0.55,76.78,LOW,1,2025-10
290,Sara,Yilmaz,KANMO,2024-10-03,2025-05-11,303,523,1.43,19,227.91,4330.29,13.26,4330.29,HIGH,1,2025-05
291,Priya,Martin,KANMO,2023-06-21,2024-04-08,701,993,2.72,18,29.7,534.6,6.62,534.6,LOW,1,2024-04
292,Aisha,Smith,ALDO,2024-08-16,2025-08-25,197,571,1.56,13,235.41,3060.33,8.31,3060.33,HIGH,1,2025-08
293,Aisha,Sharma,CASIO,2025-01-06,2025-07-10,243,428,1.17,18,190.95,3437.1,15.35,3437.1,HIGH,1,2025-07
294,Aisha,Wilson,KANMO,2024-07-16,2024-11-14,481,602,1.65,5,585.67,2928.35,3.03,2928.35,HIGH,1,2024-11
295,Meera,Kumar,KANMO,2024-01-22,2026-03-05,5,778,2.13,5,139.46,697.3,2.35,697.3,LOW,0,2026-03
296,Zara,Johnson,CASIO,2025-11-18,2025-11-23,107,112,0.31,2,103.8,207.6,6.52,207.6,LOW,1,2025-11
297,Omar,Ahmed,CASIO,2023-07-19,2023-12-18,813,965,2.64,20,538.55,10771.0,7.56,10771.0,HIGH,1,2023-12
298,Hana,Chen,CASIO,2024-04-27,2024-10-10,516,682,1.87,13,594.6,7729.8,6.96,7729.8,HIGH,1,2024-10
299,Sofia,Yilmaz,KANMO,2023-04-07,2026-02-13,25,1068,2.93,18,306.66,5519.88,6.15,5519.88,HIGH,0,2026-02
300,David,Chen,KANMO,2026-01-05,2026-02-21,17,64,0.18,11,412.44,4536.84,62.73,4536.84,HIGH,0,2026-02
301,Sofia,Chen,KANMO,2025-12-16,2026-03-02,8,84,0.23,16,177.68,2842.88,69.52,2842.88,HIGH,0,2026-03
302,Arjun,Kumar,ALDO,2025-10-26,2026-02-25,13,135,0.37,6,326.43,1958.58,16.22,1958.58,MID,0,2026-02
303,Priya,Brown,ALDO,2024-09-30,2024-11-01,494,526,1.44,19,570.22,10834.18,13.18,10834.18,HIGH,1,2024-11
304,Raj,Martin,ALDO,2023-08-20,2024-07-06,612,933,2.56,14,112.07,1568.98,5.48,1568.98,MID,1,2024-07
305,Meera,Brown,CASIO,2023-06-19,2025-11-28,102,995,2.73,2,430.82,861.64,0.73,861.64,MID,1,2025-11
306,Zara,Gomez,CASIO,2024-04-14,2026-02-21,17,695,1.9,16,327.15,5234.4,8.4,5234.4,HIGH,0,2026-02
307,Tom,Nair,KANMO,2024-03-09,2025-09-19,172,731,2.0,12,413.62,4963.44,5.99,4963.44,HIGH,1,2025-09
308,Nina,Yilmaz,KANMO,2025-01-11,2025-05-17,297,423,1.16,9,345.9,3113.1,7.77,3113.1,HIGH,1,2025-05
309,Mike,Garcia,KANMO,2024-12-11,2025-11-29,101,454,1.24,16,207.3,3316.8,12.86,3316.8,HIGH,1,2025-11
310,Lucas,Kumar,CASIO,2024-07-28,2025-05-18,296,590,1.62,4,354.75,1419.0,2.47,1419.0,MID,1,2025-05
311,John,Wilson,KANMO,2024-03-04,2024-07-31,587,736,2.02,10,49.19,491.9,4.96,491.9,LOW,1,2024-07
312,Lucas,Costa,KANMO,2024-09-01,2026-01-04,65,555,1.52,7,141.19,988.33,4.6,988.33,MID,0,2026-01
313,Sofia,Singh,CASIO,2024-08-01,2024-12-19,446,586,1.61,4,379.01,1516.04,2.49,1516.04,MID,1,2024-12
314,David,Ahmed,ALDO,2025-10-28,2025-12-24,76,133,0.36,8,55.18,441.44,21.95,441.44,LOW,0,2025-12
315,Lucas,Gomez,CASIO,2023-06-17,2023-09-27,895,997,2.73,5,27.98,139.9,1.83,139.9,LOW,1,2023-09
316,Hana,Ahmed,KANMO,2023-06-10,2024-10-10,516,1004,2.75,7,459.65,3217.55,2.54,3217.55,HIGH,1,2024-10
317,Sara,Gomez,KANMO,2025-10-10,2025-11-01,129,151,0.41,19,158.53,3012.07,45.93,3012.07,HIGH,1,2025-11
318,Lena,Yilmaz,KANMO,2025-02-13,2025-03-03,372,390,1.07,13,478.08,6215.04,12.17,6215.04,HIGH,1,2025-03
319,Zara,Yilmaz,ALDO,2026-01-21,2026-02-09,29,48,0.13,19,371.6,7060.4,144.48,7060.4,HIGH,0,2026-02
320,Raj,Hassan,KANMO,2023-05-04,2024-02-02,767,1041,2.85,17,294.11,4999.87,5.96,4999.87,HIGH,1,2024-02
321,Ali,Ahmed,KANMO,2025-03-13,2025-11-02,128,362,0.99,9,438.19,3943.71,9.07,3943.71,HIGH,1,2025-11
322,Aisha,Martin,KANMO,2025-01-09,2025-04-08,336,425,1.16,20,517.28,10345.6,17.18,10345.6,HIGH,1,2025-04
323,Lena,Lee,CASIO,2024-04-08,2024-07-05,613,701,1.92,13,409.82,5327.66,6.77,5327.66,HIGH,1,2024-07
324,Nina,Ali,KANMO,2024-04-17,2024-12-27,438,692,1.9,1,174.95,174.95,0.53,174.95,LOW,1,2024-12
325,Ali,Costa,KANMO,2024-04-04,2025-02-07,396,705,1.93,19,440.66,8372.54,9.84,8372.54,HIGH,1,2025-02
326,Priya,Ali,CASIO,2024-02-03,2026-01-12,57,766,2.1,8,60.72,485.76,3.81,485.76,LOW,0,2026-01
327,Hana,Hassan,KANMO,2025-03-18,2025-10-11,150,357,0.98,17,555.79,9448.43,17.38,9448.43,HIGH,1,2025-10
328,Omar,Johnson,CASIO,2024-06-14,2025-06-25,258,634,1.74,20,151.99,3039.8,11.51,3039.8,HIGH,1,2025-06
329,Lucas,Johnson,ALDO,2023-07-23,2025-08-26,196,961,2.63,20,239.83,4796.6,7.6,4796.6,HIGH,1,2025-08
330,Arjun,Patel,CASIO,2024-11-18,2025-12-13,87,477,1.31,8,416.2,3329.6,6.12,3329.6,HIGH,0,2025-12
331,Sofia,Hassan,CASIO,2023-08-09,2025-01-30,404,944,2.59,12,69.91,838.92,4.64,838.92,MID,1,2025-01
332,Lena,Ahmed,ALDO,2023-04-10,2024-05-28,651,1065,2.92,19,333.58,6338.02,6.51,6338.02,HIGH,1,2024-05
333,James,Patel,CASIO,2023-08-19,2023-12-16,815,934,2.56,7,437.23,3060.61,2.74,3060.61,HIGH,1,2023-12
334,Meera,Martin,CASIO,2023-08-11,2025-11-16,114,942,2.58,2,285.72,571.44,0.77,571.44,LOW,1,2025-11
335,Hana,Khan,KANMO,2025-10-13,2026-03-05,5,148,0.41,15,411.84,6177.6,36.99,6177.6,HIGH,0,2026-03
336,Sara,Martin,KANMO,2024-09-05,2024-09-08,548,551,1.51,7,357.53,2502.71,4.64,2502.71,HIGH,1,2024-09
337,John,Johnson,KANMO,2025-10-01,2026-02-16,22,160,0.44,2,562.39,1124.78,4.56,1124.78,MID,0,2026-02
338,David,Wilson,ALDO,2024-07-01,2025-08-23,199,617,1.69,6,467.16,2802.96,3.55,2802.96,HIGH,1,2025-08
339,Lucas,Lee,KANMO,2023-08-05,2026-01-11,58,948,2.6,13,241.0,3133.0,5.01,3133.0,HIGH,0,2026-01
340,Aisha,Sharma,CASIO,2024-02-27,2024-06-27,621,742,2.03,6,595.89,3575.34,2.95,3575.34,HIGH,1,2024-06
341,Hana,Ali,ALDO,2024-11-09,2026-01-10,59,486,1.33,1,459.8,459.8,0.75,459.8,LOW,0,2026-01
342,Nina,Ali,CASIO,2023-09-24,2025-03-21,354,898,2.46,13,498.43,6479.59,5.28,6479.59,HIGH,1,2025-03
343,Priya,Smith,KANMO,2025-03-28,2025-08-16,206,347,0.95,7,564.01,3948.07,7.36,3948.07,HIGH,1,2025-08
344,John,Hassan,CASIO,2023-10-04,2025-06-24,259,888,2.43,1,163.38,163.38,0.41,163.38,LOW,1,2025-06
345,Sara,Singh,CASIO,2025-12-02,2026-01-28,41,98,0.27,20,411.41,8228.2,74.49,8228.2,HIGH,0,2026-01
346,Raj,Smith,CASIO,2025-11-10,2025-12-31,69,120,0.33,15,159.75,2396.25,45.62,2396.25,HIGH,0,2025-12
347,Sofia,Ahmed,ALDO,2023-04-14,2024-11-26,469,1061,2.91,8,494.08,3952.64,2.75,3952.64,HIGH,1,2024-11
348,Meera,Singh,CASIO,2024-04-23,2024-12-21,444,686,1.88,10,528.85,5288.5,5.32,5288.5,HIGH,1,2024-12
349,Sofia,Gomez,KANMO,2024-06-03,2025-03-11,364,645,1.77,2,345.11,690.22,1.13,690.22,LOW,1,2025-03
350,Mike,Kumar,CASIO,2023-09-18,2025-04-09,335,904,2.48,16,51.96,831.36,6.46,831.36,MID,1,2025-04
351,Aisha,Gomez,CASIO,2024-04-27,2025-06-27,256,682,1.87,14,110.8,1551.2,7.49,1551.2,MID,1,2025-06
352,Omar,Ali,CASIO,2023-06-15,2024-02-16,753,999,2.74,8,197.92,1583.36,2.92,1583.36,MID,1,2024-02
353,Aisha,Singh,ALDO,2023-10-17,2024-12-16,449,875,2.4,18,329.75,5935.5,7.51,5935.5,HIGH,1,2024-12
354,Mike,Patel,KANMO,2024-12-19,2025-06-06,277,446,1.22,3,555.28,1665.84,2.46,1665.84,MID,1,2025-06
355,Arjun,Nair,CASIO,2025-01-14,2025-02-09,394,420,1.15,9,241.87,2176.83,7.82,2176.83,HIGH,1,2025-02
356,Lucas,Brown,ALDO,2025-09-12,2025-10-30,131,179,0.49,19,441.48,8388.12,38.74,8388.12,HIGH,1,2025-10
357,Ali,Brown,KANMO,2024-12-08,2026-02-26,12,457,1.25,11,199.33,2192.63,8.79,2192.63,HIGH,0,2026-02
358,Raj,Kumar,ALDO,2025-06-13,2026-02-13,25,270,0.74,8,424.99,3399.92,10.81,3399.92,HIGH,0,2026-02
359,Mike,Yilmaz,ALDO,2024-04-21,2025-02-04,399,688,1.88,13,293.09,3810.17,6.9,3810.17,HIGH,1,2025-02
360,James,Ahmed,KANMO,2024-02-03,2025-07-12,241,766,2.1,16,292.95,4687.2,7.62,4687.2,HIGH,1,2025-07
361,Nina,Lee,ALDO,2024-01-11,2024-11-26,469,789,2.16,14,51.29,718.06,6.48,718.06,LOW,1,2024-11
362,Zara,Singh,ALDO,2024-08-23,2025-10-24,137,564,1.55,10,112.64,1126.4,6.47,1126.4,MID,1,2025-10
363,Zara,Costa,KANMO,2024-09-23,2026-02-16,22,533,1.46,18,401.4,7225.2,12.33,7225.2,HIGH,0,2026-02
364,Mike,Gomez,KANMO,2023-05-11,2025-12-09,91,1034,2.83,6,446.34,2678.04,2.12,2678.04,HIGH,1,2025-12
365,Sara,Sharma,ALDO,2023-05-15,2024-05-25,654,1030,2.82,18,594.44,10699.92,6.38,10699.92,HIGH,1,2024-05
366,David,Lee,ALDO,2025-09-09,2026-02-27,11,182,0.5,2,464.49,928.98,4.01,928.98,MID,0,2026-02
367,Meera,Ali,CASIO,2024-10-23,2024-11-26,469,503,1.38,5,30.26,151.3,3.63,151.3,LOW,1,2024-11
368,Lucas,Garcia,KANMO,2025-10-08,2026-02-08,30,153,0.42,16,34.05,544.8,38.17,544.8,LOW,0,2026-02
369,Lucas,Yilmaz,KANMO,2026-01-15,2026-01-16,53,54,0.15,17,440.26,7484.42,114.91,7484.42,HIGH,0,2026-01
370,Priya,Sharma,ALDO,2023-04-17,2025-09-14,177,1058,2.9,6,86.53,519.18,2.07,519.18,LOW,1,2025-09
371,Mike,Costa,ALDO,2024-10-03,2025-04-17,327,523,1.43,20,327.71,6554.2,13.96,6554.2,HIGH,1,2025-04
372,Nina,Singh,KANMO,2025-08-31,2025-12-04,96,191,0.52,13,288.92,3755.96,24.84,3755.96,HIGH,1,2025-12
373,Aisha,Kumar,KANMO,2025-08-27,2026-02-10,28,195,0.53,2,78.76,157.52,3.74,157.52,LOW,0,2026-02
374,John,Johnson,CASIO,2023-06-10,2023-08-06,947,1004,2.75,1,429.14,429.14,0.36,429.14,LOW,1,2023-08
375,Sara,Singh,KANMO,2024-04-01,2025-11-01,129,708,1.94,4,539.5,2158.0,2.06,2158.0,HIGH,1,2025-11
376,Tom,Garcia,ALDO,2023-06-11,2024-03-14,726,1003,2.75,2,556.39,1112.78,0.73,1112.78,MID,1,2024-03
377,Raj,Chen,CASIO,2025-12-03,2025-12-25,75,97,0.27,11,34.0,374.0,41.39,374.0,LOW,0,2025-12
378,Nina,Chen,ALDO,2023-11-16,2024-02-02,767,845,2.32,10,118.41,1184.1,4.32,1184.1,MID,1,2024-02
379,John,Sharma,KANMO,2024-03-31,2025-04-28,316,709,1.94,5,479.54,2397.7,2.57,2397.7,HIGH,1,2025-04
380,John,Ahmed,CASIO,2024-03-02,2024-04-25,684,738,2.02,4,276.33,1105.32,1.98,1105.32,MID,1,2024-04
381,Tom,Ali,CASIO,2023-11-19,2026-01-19,50,842,2.31,11,42.03,462.33,4.77,462.33,LOW,0,2026-01
382,David,Gomez,KANMO,2024-10-29,2025-04-29,315,497,1.36,18,566.16,10190.88,13.22,10190.88,HIGH,1,2025-04
383,Nina,Patel,CASIO,2023-12-23,2024-03-19,721,808,2.21,20,194.84,3896.8,9.03,3896.8,HIGH,1,2024-03
384,Omar,Kumar,ALDO,2024-08-09,2025-01-13,421,578,1.58,13,434.21,5644.73,8.21,5644.73,HIGH,1,2025-01
385,Hana,Ali,KANMO,2024-02-01,2024-05-20,659,768,2.1,3,27.99,83.97,1.43,83.97,LOW,1,2024-05
386,David,Ali,KANMO,2024-08-05,2024-11-17,478,582,1.59,5,75.2,376.0,3.14,376.0,LOW,1,2024-11
387,Mike,Garcia,CASIO,2023-03-27,2025-07-09,244,1079,2.96,4,40.1,160.4,1.35,160.4,LOW,1,2025-07
388,Aisha,Patel,ALDO,2024-04-15,2025-05-14,300,694,1.9,1,192.81,192.81,0.53,192.81,LOW,1,2025-05
389,Tom,Yilmaz,CASIO,2024-09-29,2025-03-21,354,527,1.44,13,122.46,1591.98,9.0,1591.98,MID,1,2025-03
390,Tom,Martin,KANMO,2023-05-06,2024-02-28,741,1039,2.85,3,121.14,363.42,1.05,363.42,LOW,1,2024-02
391,Nina,Johnson,KANMO,2023-05-24,2025-08-02,220,1021,2.8,3,232.65,697.95,1.07,697.95,LOW,1,2025-08
392,Ali,Kumar,CASIO,2025-01-04,2025-08-26,196,430,1.18,4,102.91,411.64,3.4,411.64,LOW,1,2025-08
393,Arjun,Lee,KANMO,2023-12-23,2024-11-24,471,808,2.21,15,217.47,3262.05,6.78,3262.05,HIGH,1,2024-11
394,Lena,Kumar,KANMO,2024-04-23,2025-12-31,69,686,1.88,7,300.43,2103.01,3.72,2103.01,HIGH,0,2025-12
395,Zara,Kumar,KANMO,2024-06-22,2025-11-06,124,626,1.72,19,474.64,9018.16,11.08,9018.16,HIGH,1,2025-11
396,Raj,Chen,KANMO,2023-11-27,2024-12-04,461,834,2.28,4,560.94,2243.76,1.75,2243.76,HIGH,1,2024-12
397,Fatima,Brown,CASIO,2025-02-05,2026-01-20,49,398,1.09,18,40.48,728.64,16.51,728.64,LOW,0,2026-01
398,Omar,Yilmaz,KANMO,2024-06-22,2024-08-31,556,626,1.72,14,411.96,5767.44,8.16,5767.44,HIGH,1,2024-08
399,John,Ali,ALDO,2024-09-09,2025-02-13,390,547,1.5,14,478.72,6702.08,9.34,6702.08,HIGH,1,2025-02
400,David,Garcia,CASIO,2023-06-03,2025-01-19,415,1011,2.77,13,332.26,4319.38,4.69,4319.38,HIGH,1,2025-01
401,John,Hassan,ALDO,2024-02-03,2026-01-21,48,766,2.1,18,366.45,6596.1,8.58,6596.1,HIGH,0,2026-01
402,Aisha,Ahmed,ALDO,2024-02-12,2024-07-31,587,757,2.07,20,50.47,1009.4,9.64,1009.4,MID,1,2024-07
403,Meera,Sharma,KANMO,2025-07-07,2025-07-09,244,246,0.67,4,173.77,695.08,5.93,695.08,LOW,1,2025-07
